     lat_deg     lon_deg    depth_km   length_km    width_km  slp_strk_m  slp_ddip_m    slp_am_m  strike_deg     dip_deg    rake_deg sig_stk_MPa sig_ddi_MPa sig_nrm_MPa
     32.5980    104.5585     29.4672      4.9526      4.3530      0.0013     -0.1126      0.1126    242.2322     14.1695     89.3482      0.2425     -0.1025      0.0378
     32.2932    104.8883      1.9384      4.9238      4.6241     -4.6519     -1.2007      4.8044    226.1232     56.9701    165.5271     -4.9986      0.1458     -0.2172
     32.3095    104.8667      5.6746      4.9234      4.6231     -4.1114     -1.0385      4.2406    226.1293     51.0544    165.8244     -5.0788      0.1906     -0.6257
     32.3279    104.8422      9.1234      4.9228      4.6220     -3.2080     -0.7809      3.3016    226.1369     45.5922    166.3189     -3.6863      0.4436     -0.5388
     32.3482    104.8153     12.2778      4.9223      4.6211     -2.1821     -0.5293      2.2454    226.1456     40.5948    166.3648     -2.0411      0.6708     -0.3510
     32.3699    104.7865     15.1411      4.9217      4.6202     -1.2537     -0.3607      1.3046    226.1550     36.0575    163.9486     -0.6086      0.6586     -0.1953
     32.3928    104.7559     17.7237      4.9210      4.6195     -0.5606     -0.2922      0.6322    226.1649     31.9641    152.4707      0.3395      0.4241     -0.0913
     32.4168    104.7240     20.0411      4.9204      4.6189     -0.1420     -0.2954      0.3278    226.1750     28.2905    115.6710      0.7556      0.0924     -0.0284
     32.4415    104.6911     22.1119      4.9197      4.6183      0.0383     -0.3260      0.3283    226.1851     25.0072     83.2940      0.7402     -0.2098      0.0075
     32.4668    104.6573     23.9561      4.9190      4.6179      0.0609     -0.3454      0.3507    226.1952     22.0828     80.0000      0.4568     -0.4007      0.0284
     32.4927    104.6227     25.5943      4.9182      4.6175      0.0407     -0.3287      0.3312    226.2052     19.4848     82.9411      0.2809     -0.4326      0.0392
     32.5189    104.5877     27.0465      4.9175      4.6172      0.0018     -0.2803      0.2803    226.2151     17.1818     89.6343      0.1132     -0.3819      0.0428
     32.5455    104.5522     28.3315      4.9167      4.6169     -0.0272     -0.2065      0.2083    226.2249     15.1436     97.5047      0.0094     -0.2720      0.0411
     32.5722    104.5163     29.4673      4.9160      4.6167     -0.0306     -0.1123      0.1164    226.2345     13.3421    105.2608     -0.0030     -0.0940      0.0354
